scenario,dataset,model,attack,attack_mode,partition,intensity,clean_accuracy_mean,clean_accuracy_std,clean_accuracy_min,clean_accuracy_max,attacked_accuracy_mean,attacked_accuracy_std,attacked_accuracy_min,attacked_accuracy_max,accuracy_drop_pp_mean,accuracy_drop_pp_std,accuracy_drop_pp_min,accuracy_drop_pp_max,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_min,attack_success_rate_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,positive_recall_mean,positive_recall_std,positive_recall_min,positive_recall_max,f1_mean,f1_std,f1_min,f1_max,n,seeds
s3,digits,quantum_net,transpiler,angle_drift,-,0.800000,0.686111,0.079227,0.602778,0.772222,0.243889,0.074701,0.155556,0.322222,44.222222,1.624466,41.388889,45.555556,0.739566,0.102649,0.631769,0.866359,0.243383,0.074888,0.155556,0.324048,0.243383,0.074888,0.155556,0.324048,0.162476,0.075522,0.052746,0.239529,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,qubit_swap,-,0.000000,0.686111,0.079227,0.602778,0.772222,0.686111,0.079227,0.602778,0.772222,0.000000,0.000000,0.000000,0.000000,,,,,0.686342,0.079055,0.603479,0.772115,0.686342,0.079055,0.603479,0.772115,0.687393,0.077917,0.603997,0.773184,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,qubit_swap,-,1.000000,0.686111,0.079227,0.602778,0.772222,0.490000,0.103909,0.413889,0.661111,19.611111,5.738650,10.833333,25.555556,0.408199,0.097939,0.245487,0.502183,0.490051,0.105189,0.412081,0.663228,0.490051,0.105189,0.412081,0.663228,0.449854,0.091233,0.376586,0.607824,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,qubit_swap,-,2.000000,0.686111,0.079227,0.602778,0.772222,0.348889,0.050865,0.283333,0.425000,33.722222,5.224881,28.333333,42.222222,0.591688,0.045490,0.519856,0.635945,0.348538,0.050193,0.285586,0.424807,0.348538,0.050193,0.285586,0.424807,0.302197,0.062626,0.236546,0.376987,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,qubit_swap,-,3.000000,0.686111,0.079227,0.602778,0.772222,0.243333,0.081522,0.150000,0.358333,44.277778,8.657135,36.111111,58.611111,0.725280,0.086900,0.600719,0.815668,0.241998,0.081419,0.148874,0.356381,0.241998,0.081419,0.148874,0.356381,0.193568,0.065310,0.111691,0.252883,5,"0,1,2,3,4"
s3,digits,quantum_net,transpiler,qubit_swap,-,4.000000,0.686111,0.079227,0.602778,0.772222,0.180556,0.085369,0.063889,0.266667,50.555556,9.018157,38.333333,62.777778,0.797066,0.106450,0.666667,0.926267,0.179612,0.084744,0.063589,0.264114,0.179612,0.084744,0.063589,0.264114,0.132983,0.056996,0.051287,0.192453,5,"0,1,2,3,4"
s3,wine,quantum_net,backdoor,trigger,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.236364,0.038030,0.181818,0.272727,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,backdoor,trigger,-,0.010000,0.938889,0.023240,0.916667,0.972222,0.927778,0.042127,0.861111,0.972222,1.111111,4.212708,-2.777778,8.333333,0.300000,0.114090,0.136364,0.409091,0.928730,0.040977,0.865079,0.972222,0.928730,0.040977,0.865079,0.972222,0.930460,0.040763,0.866871,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,backdoor,trigger,-,0.020000,0.938889,0.023240,0.916667,0.972222,0.922222,0.041201,0.861111,0.972222,1.666667,5.046084,-5.555556,8.333333,0.427273,0.104644,0.318182,0.590909,0.926349,0.039799,0.867460,0.976190,0.926349,0.039799,0.867460,0.976190,0.925032,0.041006,0.864103,0.974321,5,"0,1,2,3,4"
s3,wine,quantum_net,backdoor,trigger,-,0.050000,0.938889,0.023240,0.916667,0.972222,0.905556,0.031671,0.861111,0.944444,3.333333,4.564355,0.000000,11.111111,0.645454,0.152120,0.500000,0.863636,0.910793,0.032055,0.865079,0.944444,0.910793,0.032055,0.865079,0.944444,0.908761,0.031342,0.863697,0.947475,5,"0,1,2,3,4"
s3,wine,quantum_net,backdoor,trigger,-,0.100000,0.938889,0.023240,0.916667,0.972222,0.927778,0.042127,0.888889,1.000000,1.111111,5.760123,-8.333333,5.555556,0.881818,0.051826,0.818182,0.954545,0.932222,0.038907,0.900794,1.000000,0.932222,0.038907,0.900794,1.000000,0.932060,0.039341,0.897436,1.000000,5,"0,1,2,3,4"
s3,wine,quantum_net,backdoor,trigger,-,0.200000,0.938889,0.023240,0.916667,0.972222,0.955555,0.015215,0.944444,0.972222,-1.666667,3.167154,-5.555556,2.777778,0.881818,0.068935,0.772727,0.954545,0.957936,0.016742,0.944444,0.976190,0.957936,0.016742,0.944444,0.976190,0.957883,0.015021,0.945825,0.974321,5,"0,1,2,3,4"
s3,wine,quantum_net,circuit_tamper,rx_half_pi,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,,,,,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,circuit_tamper,rx_half_pi,-,1.000000,0.938889,0.023240,0.916667,0.972222,0.827778,0.184675,0.500000,0.944444,11.111111,20.506699,-2.777778,47.222222,0.132615,0.200093,0.000000,0.485714,0.826349,0.196495,0.476190,0.938889,0.826349,0.196495,0.476190,0.938889,0.808540,0.235480,0.388889,0.945741,5,"0,1,2,3,4"
s3,wine,quantum_net,circuit_tamper,rx_half_pi,-,2.000000,0.938889,0.023240,0.916667,0.972222,0.788889,0.223607,0.416667,0.972222,15.000000,24.024165,-5.555556,55.555556,0.174357,0.236564,0.000000,0.571429,0.783810,0.244643,0.366667,0.966667,0.783810,0.244643,0.366667,0.966667,0.758407,0.295094,0.251082,0.970962,5,"0,1,2,3,4"
s3,wine,quantum_net,circuit_tamper,rx_half_pi,-,4.000000,0.938889,0.023240,0.916667,0.972222,0.500000,0.085617,0.388889,0.611111,43.888889,10.281531,30.555556,55.555556,0.501630,0.090980,0.393939,0.617647,0.463333,0.105432,0.333333,0.604762,0.463333,0.105432,0.333333,0.604762,0.398749,0.152462,0.207407,0.609336,5,"0,1,2,3,4"
s3,wine,quantum_net,circuit_tamper,rx_half_pi,-,8.000000,0.938889,0.023240,0.916667,0.972222,0.355556,0.095015,0.222222,0.472222,58.333333,9.419903,47.222222,69.444444,0.645343,0.097078,0.529412,0.787879,0.315238,0.088089,0.190476,0.433333,0.315238,0.088089,0.190476,0.433333,0.250183,0.069862,0.190476,0.356745,5,"0,1,2,3,4"
s3,wine,quantum_net,circuit_tamper,rx_half_pi,-,16.000000,0.938889,0.023240,0.916667,0.972222,0.277778,0.166667,0.027778,0.416667,66.111111,18.044868,50.000000,94.444444,0.732076,0.161529,0.588235,0.971429,0.242698,0.144547,0.023810,0.366667,0.242698,0.144547,0.023810,0.366667,0.169473,0.092674,0.019608,0.251082,5,"0,1,2,3,4"
s3,wine,quantum_net,extraction,label_only,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,,,,,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,extraction,label_only,-,10.000000,0.938889,0.023240,0.916667,0.972222,0.455555,0.080027,0.388889,0.583333,48.333333,9.337631,33.333333,58.333333,0.450000,0.071901,0.361111,0.555556,0.416032,0.092491,0.333333,0.561111,0.416032,0.092491,0.333333,0.561111,0.326958,0.129687,0.186667,0.518336,5,"0,1,2,3,4"
s3,wine,quantum_net,extraction,label_only,-,25.000000,0.938889,0.023240,0.916667,0.972222,0.605555,0.156397,0.444444,0.805556,33.333333,16.077551,11.111111,50.000000,0.611111,0.172357,0.444444,0.833333,0.586667,0.175245,0.400000,0.800794,0.586667,0.175245,0.400000,0.800794,0.551469,0.213732,0.305556,0.804043,5,"0,1,2,3,4"
s3,wine,quantum_net,extraction,label_only,-,50.000000,0.938889,0.023240,0.916667,0.972222,0.800000,0.120121,0.611111,0.916667,13.888889,12.880025,2.777778,33.333333,0.816667,0.139720,0.611111,0.972222,0.805238,0.122395,0.609524,0.916667,0.805238,0.122395,0.609524,0.916667,0.786859,0.154278,0.532456,0.920123,5,"0,1,2,3,4"
s3,wine,quantum_net,extraction,label_only,-,100.000000,0.938889,0.023240,0.916667,0.972222,0.905555,0.037268,0.861111,0.944444,3.333333,3.621779,0.000000,8.333333,0.900000,0.050461,0.833333,0.944444,0.909206,0.033170,0.873016,0.944444,0.909206,0.033170,0.873016,0.944444,0.910472,0.034891,0.871605,0.947475,5,"0,1,2,3,4"
s3,wine,quantum_net,extraction,label_only,-,250.000000,0.938889,0.023240,0.916667,0.972222,0.911111,0.036218,0.888889,0.972222,2.777778,3.928371,-2.777778,8.333333,0.905556,0.046481,0.861111,0.972222,0.916667,0.032602,0.888889,0.972222,0.916667,0.032602,0.888889,0.972222,0.914955,0.035044,0.891534,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,extraction,label_only,-,500.000000,0.938889,0.023240,0.916667,0.972222,0.922222,0.036218,0.888889,0.972222,1.666667,3.167154,-2.777778,5.555556,0.927778,0.063949,0.861111,1.000000,0.928572,0.030738,0.900794,0.972222,0.928572,0.030738,0.900794,0.972222,0.926304,0.034805,0.891534,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,extraction,label_only,-,1000.000000,0.938889,0.023240,0.916667,0.972222,0.927778,0.042127,0.888889,0.972222,1.111111,3.726780,-2.777778,5.555556,0.922222,0.056927,0.861111,0.972222,0.934127,0.037077,0.900794,0.976190,0.934127,0.037077,0.900794,0.976190,0.931485,0.040398,0.891534,0.974321,5,"0,1,2,3,4"
s3,wine,quantum_net,inversion,zeroth_order,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,,,,,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,inversion,zeroth_order,-,20.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.446566,0.062186,0.371310,0.512446,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,inversion,zeroth_order,-,100.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.646442,0.048781,0.591736,0.701119,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,inversion,zeroth_order,-,500.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.783688,0.065780,0.714984,0.858223,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,inversion,zeroth_order,-,2000.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.861927,0.009324,0.849002,0.873212,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,membership,confidence_threshold,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,,,,,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,membership,confidence_threshold,-,2.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.497059,0.030138,0.470588,0.529412,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,membership,confidence_threshold,-,5.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.509677,0.050492,0.435484,0.564516,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,membership,confidence_threshold,-,10.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.496154,0.065779,0.403846,0.557692,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,membership,confidence_threshold,-,20.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,0.456250,0.081490,0.343750,0.531250,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,noise,depolarizing_readout,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,,,,,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,noise,depolarizing_readout,-,0.005000,0.938889,0.023240,0.916667,0.972222,0.944444,0.027778,0.916667,0.972222,-0.555556,2.324056,-2.777778,2.777778,0.005882,0.013153,0.000000,0.029412,0.945397,0.027666,0.915079,0.976190,0.945397,0.027666,0.915079,0.976190,0.946717,0.027214,0.919312,0.974321,5,"0,1,2,3,4"
s3,wine,quantum_net,noise,depolarizing_readout,-,0.010000,0.938889,0.023240,0.916667,0.972222,0.944444,0.027778,0.916667,0.972222,-0.555556,2.324056,-2.777778,2.777778,0.005882,0.013153,0.000000,0.029412,0.945397,0.027666,0.915079,0.976190,0.945397,0.027666,0.915079,0.976190,0.946717,0.027214,0.919312,0.974321,5,"0,1,2,3,4"
s3,wine,quantum_net,noise,depolarizing_readout,-,0.020000,0.938889,0.023240,0.916667,0.972222,0.938889,0.012422,0.916667,0.944444,0.000000,2.777778,-2.777778,2.777778,0.017479,0.015960,0.000000,0.029412,0.939048,0.013956,0.915079,0.948413,0.939048,0.013956,0.915079,0.948413,0.942048,0.012264,0.920196,0.948413,5,"0,1,2,3,4"
s3,wine,quantum_net,noise,depolarizing_readout,-,0.050000,0.938889,0.023240,0.916667,0.972222,0.883333,0.030429,0.833333,0.916667,5.555556,4.392052,0.000000,11.111111,0.076501,0.044053,0.030303,0.147059,0.879365,0.033733,0.822222,0.911111,0.879365,0.033733,0.822222,0.911111,0.886945,0.030141,0.837473,0.919895,5,"0,1,2,3,4"
s3,wine,quantum_net,noise,depolarizing_readout,-,0.100000,0.938889,0.023240,0.916667,0.972222,0.605555,0.081933,0.472222,0.694444,33.333333,9.212847,22.222222,47.222222,0.378029,0.093388,0.272727,0.529412,0.576349,0.091355,0.427778,0.665079,0.576349,0.091355,0.427778,0.665079,0.532367,0.114920,0.360975,0.678679,5,"0,1,2,3,4"
s3,wine,quantum_net,shot_bias,forged_bitstring,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,,,,,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,shot_bias,forged_bitstring,-,0.050000,0.938889,0.023240,0.916667,0.972222,0.933333,0.057601,0.861111,1.000000,0.555556,4.564355,-2.777778,5.555556,0.029947,0.042546,0.000000,0.090909,0.938254,0.055055,0.871429,1.000000,0.938254,0.055055,0.871429,1.000000,0.936496,0.054641,0.868170,1.000000,5,"0,1,2,3,4"
s3,wine,quantum_net,shot_bias,forged_bitstring,-,0.100000,0.938889,0.023240,0.916667,0.972222,0.866667,0.084254,0.777778,1.000000,7.222222,6.394925,-2.777778,13.888889,0.107665,0.069288,0.000000,0.181818,0.881905,0.075773,0.800000,1.000000,0.881905,0.075773,0.800000,1.000000,0.872040,0.081602,0.785975,1.000000,5,"0,1,2,3,4"
s3,wine,quantum_net,shot_bias,forged_bitstring,-,0.200000,0.938889,0.023240,0.916667,0.972222,0.622222,0.072435,0.527778,0.722222,31.666667,5.760123,25.000000,38.888889,0.367660,0.066341,0.285714,0.454545,0.655238,0.067813,0.566667,0.733333,0.655238,0.067813,0.566667,0.733333,0.598181,0.088877,0.479638,0.727019,5,"0,1,2,3,4"
s3,wine,quantum_net,shot_bias,forged_bitstring,-,0.300000,0.938889,0.023240,0.916667,0.972222,0.461111,0.082402,0.361111,0.555556,47.777778,8.193268,36.111111,55.555556,0.538508,0.087984,0.424242,0.636364,0.482857,0.099977,0.366667,0.600000,0.482857,0.099977,0.366667,0.600000,0.391633,0.115967,0.242424,0.501425,5,"0,1,2,3,4"
s3,wine,quantum_net,shot_bias,forged_bitstring,-,0.400000,0.938889,0.023240,0.916667,0.972222,0.344444,0.024845,0.333333,0.388889,59.444444,4.212709,52.777778,63.888889,0.662277,0.032139,0.606061,0.685714,0.346666,0.029814,0.333333,0.400000,0.346666,0.029814,0.333333,0.400000,0.198772,0.048984,0.166667,0.285024,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,angle_drift,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,,,,,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,angle_drift,-,0.050000,0.938889,0.023240,0.916667,0.972222,0.955555,0.024845,0.916667,0.972222,-1.666667,2.484520,-5.555556,0.000000,0.005882,0.013153,0.000000,0.029412,0.958412,0.026158,0.915079,0.976190,0.958412,0.026158,0.915079,0.976190,0.958314,0.024000,0.920196,0.974321,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,angle_drift,-,0.100000,0.938889,0.023240,0.916667,0.972222,0.950000,0.023240,0.916667,0.972222,-1.111111,1.521452,-2.777778,0.000000,0.006061,0.013552,0.000000,0.030303,0.952857,0.022924,0.919048,0.976190,0.952857,0.022924,0.919048,0.976190,0.952988,0.022594,0.919778,0.974321,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,angle_drift,-,0.200000,0.938889,0.023240,0.916667,0.972222,0.911111,0.045644,0.833333,0.944444,2.777778,3.402069,0.000000,8.333333,0.053843,0.040052,0.028571,0.121212,0.917619,0.041469,0.847619,0.952381,0.917619,0.041469,0.847619,0.952381,0.915421,0.043691,0.841652,0.948718,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,angle_drift,-,0.400000,0.938889,0.023240,0.916667,0.972222,0.800000,0.123291,0.611111,0.916667,13.888889,10.577463,2.777778,30.555556,0.167588,0.129069,0.029412,0.363636,0.813175,0.111673,0.647619,0.924603,0.813175,0.111673,0.647619,0.924603,0.799466,0.133164,0.592593,0.922963,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,angle_drift,-,0.800000,0.938889,0.023240,0.916667,0.972222,0.538889,0.155407,0.361111,0.722222,40.000000,13.408354,25.000000,55.555556,0.446794,0.167640,0.257143,0.636364,0.535079,0.153588,0.366667,0.722222,0.535079,0.153588,0.366667,0.722222,0.471395,0.199661,0.238384,0.674185,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,qubit_swap,-,0.000000,0.938889,0.023240,0.916667,0.972222,0.938889,0.023240,0.916667,0.972222,0.000000,0.000000,0.000000,0.000000,,,,,0.941746,0.022487,0.915079,0.972222,0.941746,0.022487,0.915079,0.972222,0.942069,0.022898,0.919312,0.974013,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,qubit_swap,-,1.000000,0.938889,0.023240,0.916667,0.972222,0.888889,0.034021,0.861111,0.944444,5.000000,4.564354,0.000000,11.111111,0.064568,0.036938,0.029412,0.114286,0.886984,0.040630,0.838889,0.948413,0.886984,0.040630,0.838889,0.948413,0.890612,0.036876,0.851669,0.948413,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,qubit_swap,-,2.000000,0.938889,0.023240,0.916667,0.972222,0.816667,0.143802,0.611111,0.944444,12.222222,15.908690,-2.777778,33.333333,0.145556,0.175838,0.000000,0.382353,0.806508,0.160325,0.601587,0.948413,0.806508,0.160325,0.601587,0.948413,0.789526,0.182671,0.578947,0.948413,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,qubit_swap,-,3.000000,0.938889,0.023240,0.916667,0.972222,0.650000,0.212095,0.305556,0.888889,28.888889,22.187473,2.777778,63.888889,0.335406,0.233068,0.060606,0.705882,0.622857,0.226329,0.265873,0.891270,0.622857,0.226329,0.265873,0.891270,0.591488,0.258187,0.193818,0.894837,5,"0,1,2,3,4"
s3,wine,quantum_net,transpiler,qubit_swap,-,4.000000,0.938889,0.023240,0.916667,0.972222,0.527778,0.164336,0.277778,0.666667,41.111111,17.721264,27.777778,66.666667,0.459730,0.177909,0.323529,0.735294,0.501429,0.173757,0.238095,0.628571,0.501429,0.173757,0.238095,0.628571,0.469668,0.198071,0.166667,0.644818,5,"0,1,2,3,4"
