scenario,dataset,model,attack,attack_mode,partition,intensity,clean_accuracy_mean,clean_accuracy_std,clean_accuracy_min,clean_accuracy_max,attacked_accuracy_mean,attacked_accuracy_std,attacked_accuracy_min,attacked_accuracy_max,accuracy_drop_pp_mean,accuracy_drop_pp_std,accuracy_drop_pp_min,accuracy_drop_pp_max,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_min,attack_success_rate_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,positive_recall_mean,positive_recall_std,positive_recall_min,positive_recall_max,f1_mean,f1_std,f1_min,f1_max,n,seeds
s2,breast_cancer,logistic_regression,byzantine,label_flip,non_iid,0.200000,0.959649,0.025272,0.938596,0.991228,0.785965,0.224637,0.412281,0.956140,17.368421,24.431045,-1.754386,57.017544,,,,,0.773016,0.247257,0.346230,0.945437,0.723810,0.374045,0.095238,1.000000,0.701568,0.342375,0.106667,0.938272,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,non_iid,0.300000,0.959649,0.025272,0.938596,0.991228,0.698245,0.235098,0.342105,0.964912,26.140351,25.312756,-2.631579,64.035088,,,,,0.661905,0.260880,0.285714,0.957341,0.523810,0.453944,0.047619,1.000000,0.509872,0.401846,0.074074,0.951220,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,non_iid,0.400000,0.959649,0.025272,0.938596,0.991228,0.526316,0.354857,0.105263,0.964912,43.333333,37.732556,-2.631579,88.596491,,,,,0.491072,0.347036,0.132937,0.957341,0.357143,0.366929,0.047619,0.928571,0.382266,0.404361,0.056338,0.951220,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,non_iid,0.500000,0.959649,0.025272,0.938596,0.991228,0.408772,0.317709,0.105263,0.921053,55.087719,33.674386,1.754386,88.596491,,,,,0.400992,0.317261,0.142857,0.897817,0.371429,0.373665,0.023810,0.809524,0.325716,0.369239,0.023256,0.883117,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,iid,0.000000,0.973684,0.013870,0.956140,0.991228,0.973684,0.013870,0.956140,0.991228,0.000000,0.000000,0.000000,0.000000,,,,,0.969246,0.016674,0.945437,0.988095,0.952381,0.029160,0.904762,0.976190,0.963730,0.019486,0.938272,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,iid,0.100000,0.973684,0.013870,0.956140,0.991228,0.956140,0.021487,0.938596,0.991228,1.754386,1.386964,0.000000,3.508772,,,,,0.949405,0.024179,0.926587,0.988095,0.923809,0.035315,0.880952,0.976190,0.939343,0.029949,0.913580,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,iid,0.200000,0.973684,0.013870,0.956140,0.991228,0.968421,0.014678,0.947368,0.982456,0.526316,1.818986,-0.877193,3.508772,,,,,0.962103,0.015629,0.938492,0.976190,0.938095,0.021296,0.904762,0.952381,0.956330,0.020344,0.926829,0.975610,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,iid,0.300000,0.973684,0.013870,0.956140,0.991228,0.954386,0.015692,0.938596,0.973684,1.929825,2.732002,-0.877193,5.263158,,,,,0.947024,0.017320,0.926587,0.964286,0.919047,0.027147,0.880952,0.952381,0.936869,0.021920,0.913580,0.962963,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,iid,0.400000,0.973684,0.013870,0.956140,0.991228,0.903509,0.059494,0.815789,0.973684,7.017544,6.108942,0.000000,14.912281,,,,,0.902778,0.057240,0.814484,0.969246,0.900000,0.054294,0.809524,0.952381,0.874854,0.074466,0.764045,0.963855,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,iid,0.500000,0.973684,0.013870,0.956140,0.991228,0.270175,0.166943,0.131579,0.508772,70.350877,17.294277,46.491228,85.964912,,,,,0.282341,0.170036,0.128968,0.521825,0.328572,0.185501,0.119048,0.571429,0.252651,0.152109,0.091743,0.461538,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,non_iid,0.000000,0.959649,0.025272,0.938596,0.991228,0.959649,0.025272,0.938596,0.991228,0.000000,0.000000,0.000000,0.000000,,,,,0.954167,0.029508,0.921627,0.988095,0.933333,0.051618,0.857143,0.976190,0.944286,0.035438,0.911392,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,non_iid,0.100000,0.959649,0.025272,0.938596,0.991228,0.959649,0.018190,0.938596,0.982456,0.000000,1.074338,-1.754386,0.877193,,,,,0.954167,0.018257,0.931548,0.976190,0.933333,0.026082,0.904762,0.952381,0.944727,0.024577,0.915663,0.975610,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,non_iid,0.200000,0.959649,0.025272,0.938596,0.991228,0.726316,0.370265,0.078947,0.947368,23.333333,38.778478,-0.877193,90.350877,,,,,0.725794,0.371611,0.072421,0.933532,0.723809,0.380431,0.047619,0.952381,0.696107,0.378455,0.036697,0.925000,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,non_iid,0.300000,0.959649,0.025272,0.938596,0.991228,0.636842,0.372554,0.052632,0.947368,32.280702,38.752674,-0.877193,92.982456,,,,,0.619246,0.377403,0.051587,0.933532,0.552381,0.421032,0.047619,0.904762,0.548070,0.417503,0.035714,0.925000,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,non_iid,0.400000,0.959649,0.025272,0.938596,0.991228,0.412281,0.473074,0.043860,0.938596,54.736842,49.332260,0.000000,94.736842,,,,,0.403770,0.471227,0.044643,0.931548,0.371429,0.465840,0.000000,0.904762,0.375133,0.481526,0.000000,0.915663,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,sign_flip,non_iid,0.500000,0.959649,0.025272,0.938596,0.991228,0.314035,0.379704,0.052632,0.956140,64.561403,39.748556,-1.754386,93.859649,,,,,0.310119,0.377869,0.051587,0.945437,0.295238,0.372906,0.047619,0.904762,0.277094,0.388368,0.035714,0.938272,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,iid,0.000000,0.973684,0.013870,0.956140,0.991228,0.973684,0.013870,0.956140,0.991228,0.000000,0.000000,0.000000,0.000000,0.047619,0.029160,0.023810,0.095238,0.969246,0.016674,0.945437,0.988095,0.952381,0.029160,0.904762,0.976190,0.963730,0.019486,0.938272,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,iid,0.100000,0.973684,0.013870,0.956140,0.991228,0.950877,0.023700,0.912281,0.973684,2.280702,1.330329,0.877193,4.385965,0.133333,0.064330,0.071429,0.238095,0.933333,0.032165,0.880952,0.964286,0.866667,0.064330,0.761905,0.928571,0.927523,0.038051,0.864865,0.962963,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,iid,0.200000,0.973684,0.013870,0.956140,0.991228,0.928070,0.025119,0.885965,0.947368,4.561404,1.687314,2.631579,7.017544,0.195238,0.068180,0.142857,0.309524,0.902381,0.034090,0.845238,0.928571,0.804762,0.068180,0.690476,0.857143,0.890506,0.043518,0.816901,0.923077,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,iid,0.300000,0.973684,0.013870,0.956140,0.991228,0.898246,0.033747,0.842105,0.929825,7.543860,2.201737,6.140351,11.403509,0.276190,0.091597,0.190476,0.428571,0.861905,0.045799,0.785714,0.904762,0.723810,0.091597,0.571429,0.809524,0.837015,0.065077,0.727273,0.894737,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,iid,0.400000,0.973684,0.013870,0.956140,0.991228,0.836842,0.031990,0.789474,0.877193,13.684211,3.076435,8.771930,16.666667,0.442857,0.086832,0.333333,0.571429,0.778572,0.043415,0.714286,0.833333,0.557143,0.086832,0.428571,0.666667,0.712331,0.073313,0.600000,0.800000,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,iid,0.500000,0.973684,0.013870,0.956140,0.991228,0.782456,0.024341,0.754386,0.815789,19.122807,2.935649,14.912281,21.929825,0.590476,0.066069,0.500000,0.666667,0.704762,0.033034,0.666667,0.750000,0.409524,0.066069,0.333333,0.500000,0.578613,0.065851,0.500000,0.666667,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,non_iid,0.000000,0.959649,0.025272,0.938596,0.991228,0.959649,0.025272,0.938596,0.991228,0.000000,0.000000,0.000000,0.000000,0.066667,0.051618,0.023810,0.142857,0.954167,0.029508,0.921627,0.988095,0.933333,0.051618,0.857143,0.976190,0.944286,0.035438,0.911392,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,non_iid,0.100000,0.959649,0.025272,0.938596,0.991228,0.943860,0.031383,0.903509,0.982456,1.578947,3.246799,-1.754386,6.140351,0.142857,0.090664,0.047619,0.261905,0.925794,0.043636,0.869048,0.976190,0.857143,0.090664,0.738095,0.952381,0.916294,0.050715,0.849315,0.975610,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,non_iid,0.200000,0.959649,0.025272,0.938596,0.991228,0.884210,0.127026,0.666667,0.973684,7.543860,13.752640,-1.754386,31.578947,0.304762,0.351301,0.071429,0.904762,0.844841,0.173728,0.547619,0.964286,0.695238,0.351301,0.095238,0.928571,0.760030,0.333653,0.173913,0.962963,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,non_iid,0.300000,0.959649,0.025272,0.938596,0.991228,0.821052,0.134842,0.666667,0.964912,13.859649,14.013141,-2.631579,31.578947,0.485714,0.366001,0.095238,0.904762,0.757143,0.183001,0.547619,0.952381,0.514286,0.366001,0.095238,0.904762,0.612139,0.349588,0.173913,0.950000,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,non_iid,0.400000,0.959649,0.025272,0.938596,0.991228,0.782456,0.119537,0.649123,0.956140,17.719298,13.595076,-1.754386,33.333333,0.590476,0.324457,0.119048,0.952381,0.704762,0.162228,0.523810,0.940476,0.409524,0.324457,0.047619,0.880952,0.521407,0.329390,0.090909,0.936709,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,targeted_flip,non_iid,0.500000,0.959649,0.025272,0.938596,0.991228,0.752632,0.121135,0.640351,0.929825,20.701754,13.498515,0.877193,34.210526,0.671428,0.328795,0.190476,0.976190,0.664286,0.164398,0.511905,0.904762,0.328572,0.328795,0.023810,0.809524,0.422142,0.371459,0.046512,0.894737,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,iid,0.000000,0.958889,0.004969,0.952778,0.963889,0.958889,0.004969,0.952778,0.963889,0.000000,0.000000,0.000000,0.000000,0.085907,0.011005,0.074074,0.095975,0.958716,0.005146,0.952372,0.963951,0.958716,0.005146,0.952372,0.963951,0.958759,0.004929,0.952810,0.963895,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,iid,0.100000,0.958889,0.004969,0.952778,0.963889,0.955556,0.003928,0.950000,0.961111,0.333333,0.569275,-0.277778,0.833333,0.652016,0.021504,0.622291,0.675926,0.955256,0.003906,0.949740,0.960785,0.955256,0.003906,0.949740,0.960785,0.955550,0.003787,0.950517,0.961187,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,iid,0.200000,0.958889,0.004969,0.952778,0.963889,0.948889,0.003167,0.944444,0.952778,1.000000,0.576012,0.277778,1.666667,0.847343,0.018760,0.823529,0.873065,0.948461,0.003188,0.944181,0.952527,0.948461,0.003188,0.944181,0.952527,0.949158,0.003117,0.945483,0.953338,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,iid,0.300000,0.958889,0.004969,0.952778,0.963889,0.946667,0.004564,0.941667,0.952778,1.222222,0.639492,0.555556,2.222222,0.929555,0.013289,0.913580,0.950464,0.946160,0.004710,0.941015,0.952527,0.946160,0.004710,0.941015,0.952527,0.946772,0.004892,0.940849,0.953430,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,iid,0.400000,0.958889,0.004969,0.952778,0.963889,0.945555,0.003167,0.941667,0.950000,1.333333,0.412011,0.833333,1.944444,0.956129,0.008511,0.947531,0.965944,0.945001,0.003202,0.941248,0.949511,0.945001,0.003202,0.941248,0.949511,0.945652,0.003020,0.942816,0.949779,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,iid,0.500000,0.958889,0.004969,0.952778,0.963889,0.942778,0.003167,0.938889,0.947222,1.611111,0.456435,1.111111,2.222222,0.975284,0.011331,0.956790,0.984568,0.942192,0.003301,0.938007,0.946813,0.942192,0.003301,0.938007,0.946813,0.942989,0.003346,0.938742,0.947881,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,non_iid,0.000000,0.964444,0.004120,0.958333,0.969444,0.964444,0.004120,0.958333,0.969444,0.000000,0.000000,0.000000,0.000000,0.083434,0.010923,0.068111,0.095975,0.964305,0.004234,0.957932,0.969427,0.964305,0.004234,0.957932,0.969427,0.964384,0.004077,0.958457,0.969367,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,non_iid,0.100000,0.964444,0.004120,0.958333,0.969444,0.956111,0.003622,0.950000,0.958333,0.833333,0.708197,0.000000,1.944444,0.419107,0.129412,0.234568,0.554180,0.955797,0.003565,0.949740,0.958082,0.955797,0.003565,0.949740,0.958082,0.956091,0.003306,0.950583,0.958577,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,non_iid,0.200000,0.964444,0.004120,0.958333,0.969444,0.953333,0.004564,0.947222,0.958333,1.111111,0.785674,0.277778,1.944444,0.728600,0.193348,0.427245,0.904025,0.953033,0.004517,0.947042,0.958003,0.953033,0.004517,0.947042,0.958003,0.953306,0.004066,0.947543,0.957572,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,non_iid,0.300000,0.964444,0.004120,0.958333,0.969444,0.946111,0.005415,0.938889,0.952778,1.833333,0.576012,1.111111,2.500000,0.881285,0.089534,0.727554,0.953560,0.945636,0.005573,0.938162,0.952447,0.945636,0.005573,0.938162,0.952447,0.946205,0.005903,0.937983,0.952739,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,non_iid,0.400000,0.964444,0.004120,0.958333,0.969444,0.943333,0.007505,0.933333,0.952778,2.111111,0.576012,1.111111,2.500000,0.936334,0.044682,0.885449,0.987654,0.942811,0.007784,0.932452,0.952447,0.942811,0.007784,0.932452,0.952447,0.943467,0.007747,0.933430,0.952738,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,backdoor,non_iid,0.500000,0.964444,0.004120,0.958333,0.969444,0.940000,0.007244,0.933333,0.950000,2.444445,0.633431,1.388889,3.055556,0.956725,0.026263,0.919505,0.987654,0.939445,0.007531,0.932293,0.949670,0.939445,0.007531,0.932293,0.949670,0.940257,0.007419,0.932867,0.949988,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,iid,0.000000,0.958889,0.004969,0.952778,0.963889,0.958889,0.004969,0.952778,0.963889,0.000000,0.000000,0.000000,0.000000,,,,,0.958716,0.005146,0.952372,0.963951,0.958716,0.005146,0.952372,0.963951,0.958759,0.004929,0.952810,0.963895,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,iid,0.100000,0.958889,0.004969,0.952778,0.963889,0.953889,0.007758,0.944444,0.961111,0.500000,0.842542,-0.833333,1.388889,,,,,0.953792,0.007728,0.944269,0.960940,0.953792,0.007728,0.944269,0.960940,0.953980,0.007753,0.944629,0.961678,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,iid,0.200000,0.958889,0.004969,0.952778,0.963889,0.939444,0.006632,0.930556,0.947222,1.944444,0.708197,0.833333,2.500000,,,,,0.939218,0.006579,0.930450,0.946817,0.939218,0.006579,0.930450,0.946817,0.939517,0.006666,0.930230,0.946698,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,iid,0.300000,0.958889,0.004969,0.952778,0.963889,0.925555,0.011687,0.908333,0.938889,3.333334,1.402709,1.666667,5.555556,,,,,0.925308,0.011764,0.908065,0.938863,0.925308,0.011764,0.908065,0.938863,0.925346,0.011389,0.908647,0.938720,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,iid,0.400000,0.958889,0.004969,0.952778,0.963889,0.910000,0.015541,0.886111,0.925000,4.888889,1.578697,3.055556,7.222222,,,,,0.909780,0.015873,0.885375,0.925041,0.909780,0.015873,0.885375,0.925041,0.909950,0.016175,0.884952,0.924903,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,iid,0.500000,0.958889,0.004969,0.952778,0.963889,0.876667,0.015036,0.861111,0.894444,8.222222,1.554067,5.833333,9.722222,,,,,0.876387,0.015092,0.860517,0.894093,0.876387,0.015092,0.860517,0.894093,0.876634,0.015671,0.860369,0.895349,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,non_iid,0.000000,0.964444,0.004120,0.958333,0.969444,0.964444,0.004120,0.958333,0.969444,0.000000,0.000000,0.000000,0.000000,,,,,0.964305,0.004234,0.957932,0.969427,0.964305,0.004234,0.957932,0.969427,0.964384,0.004077,0.958457,0.969367,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,non_iid,0.100000,0.964444,0.004120,0.958333,0.969444,0.958333,0.007857,0.944444,0.963889,0.611111,0.496904,0.277778,1.388889,,,,,0.958145,0.007847,0.944269,0.963642,0.958145,0.007847,0.944269,0.963642,0.958335,0.007517,0.945132,0.964005,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,non_iid,0.200000,0.964444,0.004120,0.958333,0.969444,0.906111,0.046456,0.855556,0.958333,5.833333,4.941791,0.555556,11.388889,,,,,0.906178,0.046210,0.855937,0.958471,0.906178,0.046210,0.855937,0.958471,0.902309,0.050718,0.846365,0.958378,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,non_iid,0.300000,0.964444,0.004120,0.958333,0.969444,0.865000,0.035279,0.825000,0.916667,9.944444,3.681997,4.722222,14.166667,,,,,0.865377,0.034912,0.826034,0.916875,0.865377,0.034912,0.826034,0.916875,0.857074,0.039981,0.805058,0.911009,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,non_iid,0.400000,0.964444,0.004120,0.958333,0.969444,0.812222,0.082697,0.683333,0.891667,15.222222,8.080421,7.222222,27.500000,,,,,0.812813,0.082280,0.684065,0.891712,0.812813,0.082280,0.684065,0.891712,0.795340,0.089569,0.663706,0.886354,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,label_flip,non_iid,0.500000,0.964444,0.004120,0.958333,0.969444,0.766111,0.090510,0.611111,0.847222,19.833333,8.776635,11.666667,34.722222,,,,,0.766975,0.090282,0.612126,0.847722,0.766975,0.090282,0.612126,0.847722,0.742637,0.102297,0.569753,0.838829,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,iid,0.000000,0.958889,0.004969,0.952778,0.963889,0.958889,0.004969,0.952778,0.963889,0.000000,0.000000,0.000000,0.000000,,,,,0.958716,0.005146,0.952372,0.963951,0.958716,0.005146,0.952372,0.963951,0.958759,0.004929,0.952810,0.963895,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,iid,0.100000,0.958889,0.004969,0.952778,0.963889,0.953333,0.005343,0.947222,0.961111,0.555555,0.392837,0.000000,0.833333,,,,,0.953172,0.005381,0.947192,0.961019,0.953172,0.005381,0.947192,0.961019,0.953220,0.005264,0.947052,0.960739,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,iid,0.200000,0.958889,0.004969,0.952778,0.963889,0.936111,0.008098,0.925000,0.944444,2.277778,0.770802,1.111111,3.055556,,,,,0.935942,0.008344,0.924653,0.944653,0.935942,0.008344,0.924653,0.944653,0.936085,0.007885,0.925957,0.944161,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,iid,0.300000,0.958889,0.004969,0.952778,0.963889,0.900556,0.014082,0.877778,0.913889,5.833333,1.178511,5.000000,7.500000,,,,,0.900523,0.013818,0.878106,0.913537,0.900523,0.013818,0.878106,0.913537,0.900219,0.013928,0.877820,0.912712,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,iid,0.400000,0.958889,0.004969,0.952778,0.963889,0.726111,0.078729,0.613889,0.836111,23.277778,7.477848,12.777778,33.888889,,,,,0.726572,0.078004,0.615804,0.836171,0.726572,0.078004,0.615804,0.836171,0.714173,0.081668,0.595787,0.825531,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,iid,0.500000,0.958889,0.004969,0.952778,0.963889,0.085000,0.035388,0.044444,0.133333,87.388889,3.549691,82.500000,91.944444,,,,,0.085613,0.035630,0.044691,0.133981,0.085613,0.035630,0.044691,0.133981,0.090114,0.040451,0.045549,0.143985,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,non_iid,0.000000,0.964444,0.004120,0.958333,0.969444,0.964444,0.004120,0.958333,0.969444,0.000000,0.000000,0.000000,0.000000,,,,,0.964305,0.004234,0.957932,0.969427,0.964305,0.004234,0.957932,0.969427,0.964384,0.004077,0.958457,0.969367,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,non_iid,0.100000,0.964444,0.004120,0.958333,0.969444,0.960000,0.002485,0.958333,0.963889,0.444445,0.504608,-0.277778,1.111111,,,,,0.959812,0.002400,0.958003,0.963642,0.959812,0.002400,0.958003,0.963642,0.959910,0.002632,0.957485,0.963910,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,non_iid,0.200000,0.964444,0.004120,0.958333,0.969444,0.792778,0.174344,0.600000,0.961111,17.166667,17.752152,0.277778,36.666667,,,,,0.793449,0.173331,0.602797,0.961173,0.793449,0.173331,0.602797,0.961173,0.794913,0.167156,0.614139,0.961082,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,non_iid,0.300000,0.964444,0.004120,0.958333,0.969444,0.547778,0.094799,0.425000,0.677778,41.666667,9.343827,28.611111,53.333333,,,,,0.548973,0.094557,0.424627,0.677874,0.548973,0.094557,0.424627,0.677874,0.534516,0.084104,0.429468,0.656650,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,non_iid,0.400000,0.964444,0.004120,0.958333,0.969444,0.367222,0.205174,0.019444,0.536111,59.722222,20.262551,42.777778,93.888889,,,,,0.368505,0.206096,0.019444,0.537162,0.368505,0.206096,0.019444,0.537162,0.366170,0.200132,0.031602,0.541337,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,sign_flip,non_iid,0.500000,0.964444,0.004120,0.958333,0.969444,0.243334,0.140417,0.002778,0.355556,72.111111,13.741721,61.111111,95.555556,,,,,0.244640,0.141464,0.002778,0.359365,0.244640,0.141464,0.002778,0.359365,0.257534,0.149501,0.002532,0.377160,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,iid,0.000000,0.958889,0.004969,0.952778,0.963889,0.958889,0.004969,0.952778,0.963889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.958716,0.005146,0.952372,0.963951,0.958716,0.005146,0.952372,0.963951,0.958759,0.004929,0.952810,0.963895,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,iid,0.100000,0.958889,0.004969,0.952778,0.963889,0.958889,0.006632,0.950000,0.966667,0.000000,0.439206,-0.555556,0.555556,0.016667,0.024845,0.000000,0.055556,0.958764,0.006769,0.949665,0.966654,0.958764,0.006769,0.949665,0.966654,0.958889,0.006802,0.949581,0.966738,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,iid,0.200000,0.958889,0.004969,0.952778,0.963889,0.953333,0.009502,0.944444,0.966667,0.555555,0.900103,-0.555556,1.388889,0.055556,0.019642,0.027778,0.083333,0.953193,0.009583,0.944110,0.966654,0.953193,0.009583,0.944110,0.966654,0.953434,0.009500,0.944261,0.966738,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,iid,0.300000,0.958889,0.004969,0.952778,0.963889,0.947778,0.006632,0.938889,0.955556,1.111111,0.760726,0.000000,1.944444,0.077778,0.045643,0.027778,0.138889,0.947574,0.006763,0.938479,0.955543,0.947574,0.006763,0.938479,0.955543,0.947953,0.006655,0.939262,0.955882,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,iid,0.400000,0.958889,0.004969,0.952778,0.963889,0.936667,0.009086,0.922222,0.944444,2.222222,0.900103,1.111111,3.611111,0.194444,0.058926,0.111111,0.250000,0.936479,0.009258,0.921813,0.944507,0.936479,0.009258,0.921813,0.944507,0.936970,0.008684,0.923333,0.944512,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,iid,0.500000,0.958889,0.004969,0.952778,0.963889,0.921667,0.008425,0.911111,0.933333,3.722222,0.912871,3.055556,4.722222,0.338889,0.113516,0.194444,0.500000,0.921478,0.008542,0.910701,0.933396,0.921478,0.008542,0.910701,0.933396,0.920987,0.008637,0.911810,0.932963,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,non_iid,0.000000,0.964444,0.004120,0.958333,0.969444,0.964444,0.004120,0.958333,0.969444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.964305,0.004234,0.957932,0.969427,0.964305,0.004234,0.957932,0.969427,0.964384,0.004077,0.958457,0.969367,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,non_iid,0.100000,0.964444,0.004120,0.958333,0.969444,0.965000,0.003167,0.961111,0.969444,-0.055556,0.124226,-0.277778,0.000000,0.000000,0.000000,0.000000,0.000000,0.964861,0.003258,0.960710,0.969427,0.964861,0.003258,0.960710,0.969427,0.964915,0.003188,0.961113,0.969367,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,non_iid,0.200000,0.964444,0.004120,0.958333,0.969444,0.961111,0.006211,0.950000,0.963889,0.333333,0.842542,-0.555556,1.666667,0.016667,0.024845,0.000000,0.055556,0.960941,0.006302,0.949670,0.963951,0.960941,0.006302,0.949670,0.963951,0.961179,0.005837,0.950744,0.964094,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,non_iid,0.300000,0.964444,0.004120,0.958333,0.969444,0.946111,0.018067,0.919444,0.963889,1.833333,1.602949,0.000000,3.888889,0.144444,0.181514,0.000000,0.444444,0.945908,0.018212,0.919123,0.963951,0.945908,0.018212,0.919123,0.963951,0.945885,0.018640,0.917499,0.963860,5,"0,1,2,3,4"
s2,digits,logistic_regression,byzantine,targeted_flip,non_iid,0.400000,0.964444,0.004120,0.958333,0.969444,0.926111,0.028974,0.877778,0.950000,3.833334,2.563996,1.388889,8.055556,0.305556,0.321551,0.055556,0.833333,0.925892,0.029037,0.877456,0.950062,0.925892,0.029037,0.877456,0.950062,0.922419,0.036695,0.859756,0.950127,5,"0,1,2,3,4"
